Id,date,feature,total_steps,calories,very_active_minutes,sleep_records,minutes_asleep,time_in_bed,hr_readings
1624580081,2016-03-31,step_tracking,4506.0,1498.0,7.0,,,,
1624580081,2016-04-01,step_tracking,9218.0,1541.0,0.0,,,,
1624580081,2016-04-02,step_tracking,1556.0,1327.0,0.0,,,,
1624580081,2016-04-03,step_tracking,2910.0,1452.0,0.0,,,,
1624580081,2016-04-04,step_tracking,18464.0,1574.0,0.0,,,,
1624580081,2016-04-05,step_tracking,1335.0,1308.0,0.0,,,,
1624580081,2016-04-06,step_tracking,1004.0,1276.0,0.0,,,,
1624580081,2016-04-07,step_tracking,1111.0,1278.0,0.0,,,,
1624580081,2016-04-08,step_tracking,6344.0,1409.0,0.0,,,,
1624580081,2016-04-09,step_tracking,3572.0,1370.0,0.0,,,,
1624580081,2016-04-10,step_tracking,3910.0,1555.0,7.0,,,,
1624580081,2016-04-11,step_tracking,10000.0,1469.0,0.0,,,,
1624580081,2016-04-12,step_tracking,6627.0,706.0,0.0,,,,
1644430081,2016-04-01,step_tracking,4636.0,3323.0,0.0,,,,
1644430081,2016-04-02,step_tracking,20237.0,4029.0,34.0,,,,
1644430081,2016-04-03,step_tracking,12912.0,3436.0,59.0,,,,
1644430081,2016-04-04,step_tracking,2819.0,2444.0,4.0,,,,
1644430081,2016-04-05,step_tracking,9921.0,3098.0,5.0,,,,
1644430081,2016-04-06,step_tracking,8046.0,2925.0,18.0,,,,
1644430081,2016-04-07,step_tracking,11166.0,3202.0,3.0,,,,
1644430081,2016-04-08,step_tracking,7842.0,2928.0,7.0,,,,
1644430081,2016-04-09,step_tracking,13840.0,3290.0,18.0,,,,
1644430081,2016-04-10,step_tracking,1329.0,489.0,0.0,,,,
1644430081,2016-04-29,sleep_tracking,,,,1.0,119.0,127.0,
1644430081,2016-04-30,sleep_tracking,,,,1.0,124.0,142.0,
1644430081,2016-05-02,sleep_tracking,,,,1.0,796.0,961.0,
1644430081,2016-05-08,sleep_tracking,,,,1.0,137.0,154.0,
1844505072,2016-04-01,step_tracking,6847.0,1969.0,9.0,,,,
1844505072,2016-04-02,step_tracking,5367.0,1889.0,0.0,,,,
1844505072,2016-04-03,step_tracking,2841.0,1636.0,0.0,,,,
1844505072,2016-04-04,step_tracking,0.0,1347.0,0.0,,,,
1844505072,2016-04-05,step_tracking,0.0,1347.0,0.0,,,,
1844505072,2016-04-06,step_tracking,7.0,1349.0,0.0,,,,
1844505072,2016-04-07,step_tracking,6344.0,1965.0,0.0,,,,
1844505072,2016-04-08,step_tracking,5316.0,1824.0,0.0,,,,
1844505072,2016-04-09,step_tracking,4979.0,1807.0,0.0,,,,
1844505072,2016-04-10,step_tracking,6556.0,1971.0,0.0,,,,
1844505072,2016-04-11,step_tracking,5430.0,1888.0,0.0,,,,
1844505072,2016-04-12,step_tracking,0.0,399.0,0.0,,,,
1844505072,2016-04-15,sleep_tracking,,,,1.0,644.0,961.0,
1844505072,2016-04-30,sleep_tracking,,,,1.0,722.0,961.0,
1844505072,2016-05-01,sleep_tracking,,,,1.0,590.0,961.0,
1927972279,2016-04-01,step_tracking,4317.0,2590.0,0.0,,,,
1927972279,2016-04-02,step_tracking,5662.0,2783.0,0.0,,,,
1927972279,2016-04-03,step_tracking,3198.0,2449.0,0.0,,,,
1927972279,2016-04-04,step_tracking,2352.0,2380.0,0.0,,,,
1927972279,2016-04-05,step_tracking,2234.0,2344.0,0.0,,,,
1927972279,2016-04-06,step_tracking,1259.0,2202.0,0.0,,,,
1927972279,2016-04-07,step_tracking,768.0,2130.0,0.0,,,,
1927972279,2016-04-08,step_tracking,519.0,2088.0,0.0,,,,
1927972279,2016-04-09,step_tracking,2523.0,2443.0,0.0,,,,
1927972279,2016-04-10,step_tracking,2105.0,2442.0,0.0,,,,
1927972279,2016-04-11,step_tracking,1209.0,2255.0,0.0,,,,
1927972279,2016-04-12,sleep_tracking,,,,3.0,750.0,775.0,
1927972279,2016-04-12,step_tracking,24.0,942.0,0.0,,,,
1927972279,2016-04-13,sleep_tracking,,,,1.0,398.0,422.0,
1927972279,2016-04-15,sleep_tracking,,,,2.0,475.0,499.0,
1927972279,2016-04-26,sleep_tracking,,,,1.0,296.0,315.0,
1927972279,2016-04-28,sleep_tracking,,,,1.0,166.0,178.0,
2022484408,2016-04-01,heart_rate_monitoring,,,,,,,3708.0
2022484408,2016-04-01,step_tracking,13603.0,2645.0,72.0,,,,
2022484408,2016-04-02,heart_rate_monitoring,,,,,,,4295.0
2022484408,2016-04-02,step_tracking,5477.0,2040.0,0.0,,,,
2022484408,2016-04-03,heart_rate_monitoring,,,,,,,5203.0
2022484408,2016-04-03,step_tracking,11144.0,2395.0,25.0,,,,
2022484408,2016-04-04,heart_rate_monitoring,,,,,,,4689.0
2022484408,2016-04-04,step_tracking,15313.0,2581.0,62.0,,,,
2022484408,2016-04-05,heart_rate_monitoring,,,,,,,5395.0
2022484408,2016-04-05,step_tracking,10805.0,2735.0,36.0,,,,
2022484408,2016-04-06,heart_rate_monitoring,,,,,,,5446.0
2022484408,2016-04-06,step_tracking,15392.0,2733.0,47.0,,,,
2022484408,2016-04-07,heart_rate_monitoring,,,,,,,4815.0
2022484408,2016-04-07,step_tracking,18247.0,3021.0,72.0,,,,
2022484408,2016-04-08,heart_rate_monitoring,,,,,,,5488.0
2022484408,2016-04-08,step_tracking,13023.0,2577.0,40.0,,,,
2022484408,2016-04-09,heart_rate_monitoring,,,,,,,5982.0
2022484408,2016-04-09,step_tracking,16267.0,2811.0,44.0,,,,
2022484408,2016-04-10,heart_rate_monitoring,,,,,,,4993.0
2022484408,2016-04-10,step_tracking,10005.0,2458.0,1.0,,,,
2022484408,2016-04-11,heart_rate_monitoring,,,,,,,4938.0
2022484408,2016-04-11,step_tracking,10106.0,2568.0,41.0,,,,
2022484408,2016-04-12,heart_rate_monitoring,,,,,,,1531.0
2022484408,2016-04-12,step_tracking,6717.0,1140.0,41.0,,,,
2026352035,2016-04-01,step_tracking,2605.0,1407.0,0.0,,,,
2026352035,2016-04-02,step_tracking,1229.0,1237.0,0.0,,,,
2026352035,2016-04-03,step_tracking,2308.0,1330.0,0.0,,,,
2026352035,2016-04-04,step_tracking,6679.0,1583.0,0.0,,,,
2026352035,2016-04-05,step_tracking,5645.0,1538.0,0.0,,,,
2026352035,2016-04-06,step_tracking,3180.0,1421.0,0.0,,,,
2026352035,2016-04-07,step_tracking,2767.0,1392.0,0.0,,,,
2026352035,2016-04-08,step_tracking,3762.0,1425.0,0.0,,,,
2026352035,2016-04-09,step_tracking,3098.0,1413.0,0.0,,,,
2026352035,2016-04-10,step_tracking,5142.0,1515.0,0.0,,,,
2026352035,2016-04-11,step_tracking,3279.0,1405.0,0.0,,,,
2026352035,2016-04-12,sleep_tracking,,,,1.0,503.0,546.0,
2026352035,2016-04-12,step_tracking,1019.0,600.0,0.0,,,,
2026352035,2016-04-13,sleep_tracking,,,,1.0,531.0,565.0,
2026352035,2016-04-14,sleep_tracking,,,,1.0,545.0,568.0,
2026352035,2016-04-15,sleep_tracking,,,,1.0,523.0,573.0,
2026352035,2016-04-16,sleep_tracking,,,,1.0,524.0,567.0,
2026352035,2016-04-17,sleep_tracking,,,,1.0,437.0,498.0,
2026352035,2016-04-19,sleep_tracking,,,,1.0,498.0,540.0,
2026352035,2016-04-20,sleep_tracking,,,,1.0,461.0,510.0,
2026352035,2016-04-21,sleep_tracking,,,,1.0,477.0,514.0,
2026352035,2016-04-22,sleep_tracking,,,,1.0,520.0,545.0,
2026352035,2016-04-23,sleep_tracking,,,,1.0,522.0,554.0,
2026352035,2016-04-24,sleep_tracking,,,,1.0,555.0,591.0,
2026352035,2016-04-25,sleep_tracking,,,,1.0,506.0,531.0,
2026352035,2016-04-27,sleep_tracking,,,,1.0,508.0,545.0,
2026352035,2016-04-28,sleep_tracking,,,,1.0,513.0,545.0,
2026352035,2016-04-29,sleep_tracking,,,,1.0,490.0,510.0,
2026352035,2016-04-30,sleep_tracking,,,,1.0,573.0,607.0,
2026352035,2016-05-01,sleep_tracking,,,,1.0,527.0,546.0,
2026352035,2016-05-02,sleep_tracking,,,,1.0,511.0,543.0,
2026352035,2016-05-04,sleep_tracking,,,,1.0,538.0,560.0,
2026352035,2016-05-05,sleep_tracking,,,,1.0,468.0,485.0,
2026352035,2016-05-06,sleep_tracking,,,,1.0,524.0,548.0,
2026352035,2016-05-07,sleep_tracking,,,,1.0,511.0,521.0,
2026352035,2016-05-08,sleep_tracking,,,,1.0,541.0,568.0,
2026352035,2016-05-09,sleep_tracking,,,,1.0,531.0,556.0,
2026352035,2016-05-10,sleep_tracking,,,,1.0,357.0,380.0,
2026352035,2016-05-11,sleep_tracking,,,,1.0,523.0,553.0,
2026352035,2016-05-12,sleep_tracking,,,,1.0,456.0,485.0,
2320127002,2016-04-01,step_tracking,0.0,1324.0,0.0,,,,
2320127002,2016-04-02,step_tracking,0.0,1324.0,0.0,,,,
2320127002,2016-04-03,step_tracking,0.0,1324.0,0.0,,,,
2320127002,2016-04-04,step_tracking,0.0,1324.0,0.0,,,,
2320127002,2016-04-05,step_tracking,4931.0,1708.0,0.0,,,,
2320127002,2016-04-06,step_tracking,6999.0,1950.0,0.0,,,,
2320127002,2016-04-07,step_tracking,1846.0,1508.0,0.0,,,,
2320127002,2016-04-08,step_tracking,3417.0,1625.0,0.0,,,,
2320127002,2016-04-09,step_tracking,4863.0,1772.0,1.0,,,,
2320127002,2016-04-10,step_tracking,2277.0,1530.0,0.0,,,,
2320127002,2016-04-11,step_tracking,11230.0,2206.0,10.0,,,,
2320127002,2016-04-12,step_tracking,2098.0,790.0,0.0,,,,
2320127002,2016-04-23,sleep_tracking,,,,1.0,61.0,69.0,
2347167796,2016-03-29,heart_rate_monitoring,,,,,,,8966.0
2347167796,2016-03-29,step_tracking,10272.0,2041.0,2.0,,,,
2347167796,2016-03-30,heart_rate_monitoring,,,,,,,9223.0
2347167796,2016-03-30,step_tracking,10533.0,2187.0,21.0,,,,
2347167796,2016-03-31,heart_rate_monitoring,,,,,,,8773.0
2347167796,2016-03-31,step_tracking,6760.0,1929.0,0.0,,,,
2347167796,2016-04-01,heart_rate_monitoring,,,,,,,8563.0
2347167796,2016-04-01,step_tracking,8328.0,1935.0,0.0,,,,
2347167796,2016-04-02,heart_rate_monitoring,,,,,,,9210.0
2347167796,2016-04-02,step_tracking,15459.0,2438.0,51.0,,,,
2347167796,2016-04-03,heart_rate_monitoring,,,,,,,8569.0
2347167796,2016-04-03,step_tracking,7485.0,2035.0,0.0,,,,
2347167796,2016-04-04,heart_rate_monitoring,,,,,,,8856.0
2347167796,2016-04-04,step_tracking,10254.0,2099.0,21.0,,,,
2347167796,2016-04-05,heart_rate_monitoring,,,,,,,9757.0
2347167796,2016-04-05,step_tracking,10114.0,2096.0,18.0,,,,
2347167796,2016-04-06,heart_rate_monitoring,,,,,,,8716.0
2347167796,2016-04-06,step_tracking,11107.0,2058.0,14.0,,,,
2347167796,2016-04-07,heart_rate_monitoring,,,,,,,6700.0
2347167796,2016-04-07,step_tracking,10320.0,2338.0,15.0,,,,
2347167796,2016-04-08,heart_rate_monitoring,,,,,,,9142.0
2347167796,2016-04-08,step_tracking,10209.0,2104.0,2.0,,,,
2347167796,2016-04-09,heart_rate_monitoring,,,,,,,7098.0
2347167796,2016-04-09,step_tracking,16081.0,2488.0,16.0,,,,
2347167796,2016-04-10,heart_rate_monitoring,,,,,,,8745.0
2347167796,2016-04-10,step_tracking,10078.0,2164.0,12.0,,,,
2347167796,2016-04-11,heart_rate_monitoring,,,,,,,8486.0
2347167796,2016-04-11,step_tracking,10001.0,2009.0,5.0,,,,
2347167796,2016-04-12,step_tracking,0.0,399.0,0.0,,,,
2347167796,2016-04-13,sleep_tracking,,,,1.0,467.0,531.0,
2347167796,2016-04-14,sleep_tracking,,,,1.0,445.0,489.0,
2347167796,2016-04-15,sleep_tracking,,,,1.0,452.0,504.0,
2347167796,2016-04-17,sleep_tracking,,,,1.0,556.0,602.0,
2347167796,2016-04-18,sleep_tracking,,,,1.0,500.0,557.0,
2347167796,2016-04-19,sleep_tracking,,,,1.0,465.0,514.0,
2347167796,2016-04-21,sleep_tracking,,,,1.0,460.0,484.0,
2347167796,2016-04-22,sleep_tracking,,,,1.0,405.0,461.0,
2347167796,2016-04-23,sleep_tracking,,,,1.0,374.0,386.0,
2347167796,2016-04-24,sleep_tracking,,,,1.0,442.0,459.0,
2347167796,2016-04-25,sleep_tracking,,,,1.0,433.0,471.0,
2347167796,2016-04-26,sleep_tracking,,,,1.0,436.0,490.0,
2347167796,2016-04-27,sleep_tracking,,,,1.0,448.0,499.0,
2347167796,2016-04-28,sleep_tracking,,,,1.0,408.0,450.0,
2347167796,2016-04-29,sleep_tracking,,,,1.0,411.0,473.0,
2873212765,2016-04-01,step_tracking,890.0,1335.0,0.0,,,,
2873212765,2016-04-02,step_tracking,2214.0,1559.0,0.0,,,,
2873212765,2016-04-03,step_tracking,7640.0,1845.0,3.0,,,,
2873212765,2016-04-04,step_tracking,9713.0,2046.0,6.0,,,,
2873212765,2016-04-05,step_tracking,8432.0,1953.0,0.0,,,,
2873212765,2016-04-06,step_tracking,7350.0,1910.0,0.0,,,,
2873212765,2016-04-07,step_tracking,9353.0,2035.0,5.0,,,,
2873212765,2016-04-08,step_tracking,7157.0,1944.0,0.0,,,,
2873212765,2016-04-09,step_tracking,14103.0,2257.0,46.0,,,,
2873212765,2016-04-10,step_tracking,5290.0,1724.0,1.0,,,,
2873212765,2016-04-11,step_tracking,7497.0,1741.0,0.0,,,,
2873212765,2016-04-12,step_tracking,0.0,0.0,0.0,,,,
2891001357,2016-03-29,step_tracking,0.0,1920.0,0.0,,,,
2891001357,2016-03-30,step_tracking,0.0,1920.0,0.0,,,,
2891001357,2016-03-31,step_tracking,0.0,1920.0,0.0,,,,
2891001357,2016-04-01,step_tracking,0.0,4562.0,0.0,,,,
2891001357,2016-04-02,step_tracking,4126.0,2881.0,0.0,,,,
2891001357,2016-04-03,step_tracking,0.0,1920.0,0.0,,,,
2891001357,2016-04-04,step_tracking,0.0,1920.0,0.0,,,,
2891001357,2016-04-05,step_tracking,2063.0,1144.0,0.0,,,,
3372868164,2016-04-01,step_tracking,5785.0,1852.0,0.0,,,,
3372868164,2016-04-02,step_tracking,7625.0,2069.0,24.0,,,,
3372868164,2016-04-03,step_tracking,4706.0,1816.0,0.0,,,,
3372868164,2016-04-04,step_tracking,5861.0,1878.0,20.0,,,,
3372868164,2016-04-05,step_tracking,4460.0,1787.0,0.0,,,,
3372868164,2016-04-06,step_tracking,6406.0,2010.0,17.0,,,,
3372868164,2016-04-07,step_tracking,7392.0,2038.0,14.0,,,,
3372868164,2016-04-08,step_tracking,5551.0,1815.0,0.0,,,,
3372868164,2016-04-09,step_tracking,8827.0,2062.0,21.0,,,,
3372868164,2016-04-10,step_tracking,4662.0,1276.0,22.0,,,,
3977333714,2016-04-01,step_tracking,4499.0,1288.0,0.0,,,,
3977333714,2016-04-02,step_tracking,7618.0,1490.0,0.0,,,,
3977333714,2016-04-03,step_tracking,11508.0,1630.0,29.0,,,,
3977333714,2016-04-04,step_tracking,11943.0,1648.0,16.0,,,,
3977333714,2016-04-05,step_tracking,12303.0,1649.0,26.0,,,,
3977333714,2016-04-06,step_tracking,15425.0,1783.0,24.0,,,,
3977333714,2016-04-07,step_tracking,8422.0,1431.0,0.0,,,,
3977333714,2016-04-08,step_tracking,10226.0,1524.0,0.0,,,,
3977333714,2016-04-09,step_tracking,14583.0,1697.0,35.0,,,,
3977333714,2016-04-10,step_tracking,3573.0,1232.0,15.0,,,,
3977333714,2016-04-11,step_tracking,3108.0,1223.0,1.0,,,,
3977333714,2016-04-12,sleep_tracking,,,,1.0,274.0,469.0,
3977333714,2016-04-12,step_tracking,759.0,182.0,0.0,,,,
3977333714,2016-04-13,sleep_tracking,,,,2.0,295.0,456.0,
3977333714,2016-04-14,sleep_tracking,,,,1.0,291.0,397.0,
3977333714,2016-04-15,sleep_tracking,,,,1.0,424.0,556.0,
3977333714,2016-04-16,sleep_tracking,,,,1.0,283.0,510.0,
3977333714,2016-04-17,sleep_tracking,,,,1.0,381.0,566.0,
3977333714,2016-04-18,sleep_tracking,,,,2.0,412.0,522.0,
3977333714,2016-04-19,sleep_tracking,,,,1.0,219.0,395.0,
3977333714,2016-04-20,sleep_tracking,,,,2.0,152.0,305.0,
3977333714,2016-04-21,sleep_tracking,,,,1.0,332.0,512.0,
3977333714,2016-04-22,sleep_tracking,,,,1.0,355.0,476.0,
3977333714,2016-04-23,sleep_tracking,,,,1.0,235.0,372.0,
3977333714,2016-04-24,sleep_tracking,,,,1.0,310.0,526.0,
3977333714,2016-04-25,sleep_tracking,,,,1.0,262.0,467.0,
3977333714,2016-04-26,sleep_tracking,,,,1.0,250.0,371.0,
3977333714,2016-04-27,sleep_tracking,,,,1.0,349.0,540.0,
3977333714,2016-04-28,sleep_tracking,,,,1.0,261.0,423.0,
3977333714,2016-04-29,sleep_tracking,,,,1.0,333.0,478.0,
3977333714,2016-04-30,sleep_tracking,,,,1.0,237.0,382.0,
3977333714,2016-05-01,sleep_tracking,,,,1.0,383.0,626.0,
3977333714,2016-05-02,sleep_tracking,,,,1.0,230.0,384.0,
3977333714,2016-05-03,sleep_tracking,,,,1.0,292.0,500.0,
3977333714,2016-05-04,sleep_tracking,,,,1.0,213.0,336.0,
3977333714,2016-05-05,sleep_tracking,,,,1.0,318.0,480.0,
3977333714,2016-05-06,sleep_tracking,,,,1.0,323.0,512.0,
3977333714,2016-05-07,sleep_tracking,,,,1.0,237.0,443.0,
3977333714,2016-05-08,sleep_tracking,,,,2.0,259.0,456.0,
3977333714,2016-05-10,sleep_tracking,,,,1.0,312.0,452.0,
4020332650,2016-03-12,step_tracking,5543.0,2990.0,0.0,,,,
4020332650,2016-03-13,step_tracking,3226.0,2480.0,0.0,,,,
4020332650,2016-03-14,step_tracking,3023.0,2570.0,0.0,,,,
4020332650,2016-03-15,step_tracking,5906.0,3016.0,0.0,,,,
4020332650,2016-03-16,step_tracking,12483.0,3830.0,25.0,,,,
4020332650,2016-03-17,step_tracking,8940.0,3706.0,0.0,,,,
4020332650,2016-03-18,step_tracking,368.0,2024.0,0.0,,,,
4020332650,2016-03-19,step_tracking,5702.0,2980.0,0.0,,,,
4020332650,2016-03-20,step_tracking,10330.0,3728.0,0.0,,,,
4020332650,2016-03-21,step_tracking,8778.0,3348.0,0.0,,,,
4020332650,2016-03-22,step_tracking,6662.0,3162.0,0.0,,,,
4020332650,2016-03-23,step_tracking,6309.0,3140.0,0.0,,,,
4020332650,2016-03-24,step_tracking,1951.0,1980.0,0.0,,,,
4020332650,2016-03-25,step_tracking,5563.0,3681.0,0.0,,,,
4020332650,2016-03-26,step_tracking,4370.0,3444.0,0.0,,,,
4020332650,2016-03-27,step_tracking,7144.0,3510.0,0.0,,,,
4020332650,2016-03-28,step_tracking,2106.0,4010.0,31.0,,,,
4020332650,2016-03-29,step_tracking,4152.0,2976.0,0.0,,,,
4020332650,2016-03-30,step_tracking,5400.0,3418.0,0.0,,,,
4020332650,2016-03-31,step_tracking,7428.0,3439.0,18.0,,,,
4020332650,2016-04-01,heart_rate_monitoring,,,,,,,34210.0
4020332650,2016-04-01,step_tracking,5351.0,3338.0,15.0,,,,
4020332650,2016-04-02,heart_rate_monitoring,,,,,,,27930.0
4020332650,2016-04-02,step_tracking,4299.0,2892.0,3.0,,,,
4020332650,2016-04-03,heart_rate_monitoring,,,,,,,34701.0
4020332650,2016-04-03,step_tracking,6107.0,3313.0,0.0,,,,
4020332650,2016-04-04,heart_rate_monitoring,,,,,,,30201.0
4020332650,2016-04-04,step_tracking,6429.0,3118.0,0.0,,,,
4020332650,2016-04-05,heart_rate_monitoring,,,,,,,13793.0
4020332650,2016-04-05,step_tracking,6880.0,2966.0,7.0,,,,
4020332650,2016-04-06,heart_rate_monitoring,,,,,,,34247.0
4020332650,2016-04-06,step_tracking,7476.0,3253.0,0.0,,,,
4020332650,2016-04-07,heart_rate_monitoring,,,,,,,18023.0
4020332650,2016-04-07,step_tracking,6581.0,3032.0,0.0,,,,
4020332650,2016-04-08,heart_rate_monitoring,,,,,,,25956.0
4020332650,2016-04-08,step_tracking,10480.0,4034.0,6.0,,,,
4020332650,2016-04-09,heart_rate_monitoring,,,,,,,16471.0
4020332650,2016-04-09,step_tracking,7734.0,3264.0,20.0,,,,
4020332650,2016-04-10,heart_rate_monitoring,,,,,,,14543.0
4020332650,2016-04-10,step_tracking,5129.0,2817.0,5.0,,,,
4020332650,2016-04-11,heart_rate_monitoring,,,,,,,25584.0
4020332650,2016-04-11,step_tracking,2993.0,2507.0,0.0,,,,
4020332650,2016-04-12,heart_rate_monitoring,,,,,,,8135.0
4020332650,2016-04-12,sleep_tracking,,,,1.0,501.0,541.0,
4020332650,2016-04-12,step_tracking,8.0,446.0,0.0,,,,
4020332650,2016-04-16,sleep_tracking,,,,1.0,77.0,77.0,
4020332650,2016-05-03,sleep_tracking,,,,1.0,322.0,332.0,
4020332650,2016-05-04,sleep_tracking,,,,1.0,478.0,536.0,
4020332650,2016-05-05,sleep_tracking,,,,1.0,226.0,248.0,
4020332650,2016-05-06,sleep_tracking,,,,1.0,385.0,408.0,
4020332650,2016-05-08,sleep_tracking,,,,1.0,364.0,402.0,
4020332650,2016-05-10,sleep_tracking,,,,1.0,442.0,494.0,
4057192912,2016-03-12,step_tracking,0.0,1777.0,0.0,,,,
4057192912,2016-03-13,step_tracking,0.0,1777.0,0.0,,,,
4057192912,2016-03-14,step_tracking,8433.0,2453.0,30.0,,,,
4057192912,2016-03-15,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-03-16,step_tracking,2139.0,1935.0,0.0,,,,
4057192912,2016-03-17,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-03-18,step_tracking,949.0,1870.0,0.0,,,,
4057192912,2016-03-19,step_tracking,0.0,1777.0,0.0,,,,
4057192912,2016-03-20,step_tracking,44.0,1782.0,0.0,,,,
4057192912,2016-03-21,step_tracking,2660.0,1978.0,0.0,,,,
4057192912,2016-03-22,step_tracking,5561.0,2296.0,0.0,,,,
4057192912,2016-03-23,step_tracking,7239.0,2484.0,7.0,,,,
4057192912,2016-03-24,step_tracking,7.0,1787.0,0.0,,,,
4057192912,2016-03-25,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-03-26,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-03-27,step_tracking,2275.0,2005.0,0.0,,,,
4057192912,2016-03-28,step_tracking,8.0,1778.0,0.0,,,,
4057192912,2016-03-29,step_tracking,5137.0,2293.0,0.0,,,,
4057192912,2016-03-30,step_tracking,5419.0,2259.0,0.0,,,,
4057192912,2016-03-31,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-04-01,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-04-02,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-04-03,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-04-04,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-04-05,step_tracking,0.0,1776.0,0.0,,,,
4057192912,2016-04-06,step_tracking,18.0,1780.0,0.0,,,,
4057192912,2016-04-07,step_tracking,4.0,1778.0,0.0,,,,
4057192912,2016-04-08,step_tracking,8426.0,2360.0,2.0,,,,
4057192912,2016-04-09,step_tracking,1650.0,1952.0,0.0,,,,
4057192912,2016-04-10,step_tracking,3434.0,2101.0,1.0,,,,
4057192912,2016-04-11,step_tracking,6801.0,2393.0,0.0,,,,
4057192912,2016-04-12,step_tracking,187.0,538.0,0.0,,,,
4319703577,2016-03-29,step_tracking,5643.0,1958.0,3.0,,,,
4319703577,2016-03-30,step_tracking,9043.0,2141.0,4.0,,,,
4319703577,2016-03-31,step_tracking,8144.0,2129.0,4.0,,,,
4319703577,2016-04-01,step_tracking,9343.0,2216.0,14.0,,,,
4319703577,2016-04-02,step_tracking,8405.0,2154.0,15.0,,,,
